Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec,Company,Country,Smart_Feature,WiFi_Connectivity,Voice_Control,App_Control,Energy_Rating,Annual_Energy_Consumption_kWh,Power_Consumption_Watts,Price_INR,Budget_Segment,Warranty_Years,Noise_Level_Category,Noise_Level_dB,Weight_kg,Suitable_Room,Installation_Required,Portable,Child_Lock,Auto_Shutoff,Timer_Function,Inverter_Technology,Color,Material,Size_Category,Remote_Control,Touch_Control,Display_Type,Connectivity,Power_Source,Certifications,User_Rating,Number_of_Reviews,Recommended_For,Maintenance_Level,Lifespan_Years,Eco_Friendly,Made_in_India,After_Sales_Service,Availability,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
58,U1111,1721,Jacuzzi Pump,Bathroom,add_to_cart,,0,2023-08-10,,Racold,Italy,No,No,No,No,A+++,1905.8,1426,18900,Premium,5,Silent (30-40 dB),28,17.6,Bathroom,Yes,No,Yes,Yes,No,No,Blue,Glass,Small,Yes,No,,,Electric,CE+RoHS,4.7,71324,Families,High,10,Yes,No,Excellent,Pan India,46-55,Male,Business Owner,Hyderabad,Apartment,Premium,Yes,No,Smart Home
59,U0280,4460,Electric Vehicle Charger,Power,purchase,4.7,1,2023-06-14,,Su-Kam,India,No,No,No,No,D,1274.2,2225,275900,Luxury,3,Moderate (41-55 dB),35,3.4,Home Office,Yes,Yes,No,Yes,Yes,No,Silver,Ceramic,Extra Large,No,No,,,Electric,BIS,3.8,68156,Families,High,10,Yes,Yes,Poor,Select Cities,18-25,Male,Business Owner,Lucknow,Apartment,Luxury,Yes,No,Cleaning
60,U1933,4110,Air Conditioner,Climate,add_to_cart,,0,2024-03-28,,Blue Star,India,No,No,No,No,B,1811.8,1378,97300,Luxury,6,Moderate (41-55 dB),53,9.3,Living Room,Yes,No,Yes,Yes,Yes,Yes,Matte Black,Cast Iron,Extra Large,Yes,Yes,,,Electric,BIS+ISI,4.7,87516,Couples,Low,4,Yes,Yes,Excellent,Select Cities,55+,Female,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,No,Climate
61,U0028,203,Electric Oven,Kitchen,purchase,3.7,1,2024-09-01,,Inalsa,India,No,No,No,No,B,2041.4,2661,53200,Premium,4,Moderate (41-55 dB),41,71.2,Kitchen,No,No,Yes,Yes,Yes,No,White,Stainless Steel,Medium,Yes,No,OLED,,Electric,ISI+BIS,3.4,94958,Working Professionals,High,2,Yes,Yes,Poor,Pan India,26-35,Male,Student,Hyderabad,Apartment,Mid-Range,Yes,No,Kitchen
62,U0820,546,Electric Mop,Cleaning,purchase,4.9,1,2023-07-01,,Samsung,South Korea,No,No,No,No,A++,122.5,347,11800,Mid-Range,4,Silent (30-40 dB),67,17.9,Kitchen,No,No,No,No,No,Yes,Champagne,Aluminum,Extra Large,Yes,No,,,Electric,CE,3.5,73366,Families,Low,8,Yes,No,Poor,Pan India,46-55,Male,Working Professional,Chennai,PG/Hostel,Mid-Range,Yes,Yes,Tools
63,U1028,1202,Waffle Maker,Kitchen,add_to_cart,,0,2024-05-30,,Whirlpool,United States,No,No,No,No,A++,2757.4,1676,59600,Premium,2,Silent (30-40 dB),33,76.1,Kitchen,No,No,Yes,Yes,Yes,No,Red,Aluminum,Medium,No,No,LED,,Electric,CE+RoHS,4.9,29197,Bachelors,Low,3,Yes,No,Good,Online Only,46-55,Female,Working Professional,Jaipur,Independent House,Premium,No,No,Tools
64,U0104,625,Vacuum Cleaner,Cleaning,purchase,5.0,1,2024-11-07,,Black & Decker,United States,No,No,No,No,D,3781.2,1638,58300,Premium,2,Moderate (41-55 dB),36,21.4,Kitchen,No,No,No,No,No,No,Rose Gold,Aluminum,Compact,Yes,No,,,Electric,ISI+BIS,4.8,59255,Offices,Medium,4,No,No,Poor,Select Cities,55+,Female,Working Professional,Hyderabad,Apartment,Premium,Yes,No,Pet
65,U0053,2216,Water Pump,Outdoor,add_to_cart,,0,2023-06-30,,Lubi,India,No,No,No,No,D,3988.2,4352,193100,Luxury,3,Moderate (41-55 dB),57,44.5,Outdoor,Yes,No,Yes,No,No,No,Black,ABS Plastic,Large,No,No,,,Electric,BIS,3.9,36650,Garden Enthusiasts,Low,18,No,Yes,Excellent,Select Cities,18-25,Female,Student,Pune,Independent House,Budget,Yes,Yes,Outdoor
66,U0826,1113,Epilator,Personal Care,add_to_cart,,0,2023-02-07,,Havells,India,No,No,No,No,A+,1168.2,509,49800,Premium,1,Moderate (41-55 dB),64,62.6,Bathroom,No,Yes,No,Yes,No,No,Grey,Ceramic,Compact,Yes,Yes,,,Electric,ISI+BIS,4.9,80412,Students,High,16,Yes,Yes,Good,Online Only,26-35,Female,Retired,Pune,Apartment,Premium,No,Yes,Security
67,U1006,2781,Meat Grinder,Kitchen,purchase,4.3,1,2023-04-23,,Crompton,India,No,No,No,No,D,103.3,50,25600,Premium,3,Moderate (41-55 dB),75,75.4,Kitchen,No,No,Yes,Yes,Yes,No,Champagne,Plastic,Large,No,No,Analog,,Electric,BIS+ISI,4.8,81848,Bachelors,Low,17,Yes,Yes,Excellent,Pan India,26-35,Female,Working Professional,Mumbai,PG/Hostel,Premium,Yes,No,Security
68,U1020,1269,Pet Feeder,Pet,add_to_cart,,0,2023-01-24,,Exo Terra,Canada,No,No,No,No,A++,108.3,68,6200,Mid-Range,1,Silent (30-40 dB),59,50.6,Living Room,No,No,Yes,Yes,Yes,No,Stainless Steel,Mixed,Extra Large,No,Yes,,,Electric,Energy Star,2.7,99090,Animal Lovers,Medium,15,Yes,No,Good,Pan India,26-35,Female,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Security
69,U0516,1378,Knitting Machine,Hobby,add_to_cart,,0,2023-06-25,,Brother,Japan,No,No,No,No,A,989.8,939,56200,Premium,1,Moderate (41-55 dB),44,47.8,Any,No,Yes,No,No,Yes,No,Black,Cast Iron,Medium,No,No,,,Electric,BIS,4.3,39914,Retirees,High,5,Yes,No,Poor,Pan India,18-25,Female,Working Professional,Lucknow,Independent House,Premium,No,No,Bathroom
70,U0867,3163,Electric Shaver,Personal Care,view,,0,2024-04-30,207.0,Conair,United States,No,No,No,No,C,1344.8,639,13400,Mid-Range,2,Ultra Silent (<30 dB),32,86.3,Bedroom,No,Yes,No,Yes,Yes,No,White,Carbon Fiber,Compact,Yes,No,,,Electric,CE+RoHS,3.7,5941,Women,High,10,Yes,No,Good,Online Only,18-25,Male,Homemaker,Jaipur,Independent House,Mid-Range,Yes,Yes,Hobby
71,U0060,2481,Lawn Mower,Tools,view,,0,2024-12-01,21.0,Bosch,Germany,No,No,No,No,B,2665.5,1584,81300,Luxury,1,Very Loud (>70 dB),56,35.2,Outdoor,No,No,No,No,No,No,Grey,Polycarbonate,Large,Yes,No,,,Electric,CE,3.5,67771,Homeowners,Medium,12,No,No,Average,Pan India,26-35,Female,Student,Chennai,Apartment,Mid-Range,No,No,Tools
72,U1164,4282,Kombucha Maker,Hobby,add_to_cart,,0,2024-03-05,,Waring,United States,Yes,Yes,No,Yes,A+,242.9,610,147200,Luxury,1,Ultra Silent (<30 dB),46,33.5,Any,No,No,No,Yes,No,Yes,Champagne,Glass,Medium,No,Yes,,Zigbee,Electric,CE+RoHS,3.7,74122,Students,Medium,16,Yes,No,Good,Select Cities,26-35,Male,Business Owner,Kolkata,Apartment,Luxury,Yes,No,Kitchen
73,U0927,2020,Ice Cream Maker,Kitchen,view,,0,2023-03-25,24.0,Tefal,France,Yes,No,No,No,A+++,99.3,69,62700,Luxury,4,Silent (30-40 dB),62,11.0,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Black,Mixed,Extra Large,Yes,Yes,Digital,,Electric,Energy Star,3.5,25571,Families,High,12,Yes,No,Average,Pan India,55+,Female,Business Owner,Kolkata,Apartment,Luxury,Yes,No,Networking
74,U1246,929,Heater,Climate,view,,0,2024-03-11,277.0,LG,South Korea,No,No,No,No,A++,8036.0,4170,21600,Premium,5,Silent (30-40 dB),65,32.9,Bedroom,Yes,No,Yes,Yes,Yes,Yes,Black,Mixed,Extra Large,Yes,No,OLED,,Electric,CE+RoHS,3.9,92387,Couples,Medium,18,Yes,No,Poor,Online Only,55+,Female,Working Professional,Pune,PG/Hostel,Premium,Yes,No,Power
75,U0375,2510,Hot Plate,Kitchen,wishlist,5.0,0,2024-10-09,,Havells,India,No,No,No,No,A+++,3139.4,1356,47700,Premium,4,Very Loud (>70 dB),35,41.8,Kitchen,No,No,Yes,Yes,Yes,No,Black,Glass,Medium,Yes,Yes,LED,,Electric,RoHS,3.8,79279,Couples,Low,14,Yes,Yes,Excellent,Pan India,36-45,Male,Working Professional,Jaipur,PG/Hostel,Premium,No,No,Decor
76,U0867,1240,Knitting Machine,Hobby,purchase,5.0,1,2023-03-30,,Creality,China,No,No,No,No,A+,1215.6,583,73100,Luxury,3,Very Loud (>70 dB),30,10.4,Any,No,No,No,Yes,Yes,No,Silver,Stainless Steel,Compact,Yes,No,,,Electric,BIS,4.7,98230,Creators,Medium,19,Yes,No,Average,Metro Cities,18-25,Male,Homemaker,Jaipur,Independent House,Mid-Range,Yes,Yes,Hobby
77,U1056,4616,Bladeless Fan,Climate,add_to_cart,,0,2023-05-27,,Hitachi,Japan,No,No,No,No,C,6797.7,3914,55000,Premium,6,Ultra Silent (<30 dB),65,87.0,Living Room,Yes,Yes,Yes,Yes,Yes,Yes,Champagne,ABS Plastic,Small,Yes,Yes,LED,,Electric,BIS,4.0,181,Bachelors,Medium,7,Yes,No,Good,Pan India,26-35,Female,Homemaker,Lucknow,PG/Hostel,Mid-Range,No,Yes,Climate
78,U1591,381,Food Dehydrator,Kitchen,add_to_cart,,0,2023-11-14,,Crompton,India,No,No,No,No,A,746.1,471,82100,Luxury,2,Silent (30-40 dB),71,44.1,Kitchen,No,No,Yes,Yes,Yes,No,Red,Carbon Fiber,Compact,Yes,No,LCD,,Electric,BIS,4.0,56280,Bachelors,High,13,No,Yes,Average,Select Cities,18-25,Male,Working Professional,Chennai,Independent House,Premium,Yes,Yes,Kitchen
79,U0279,4949,Home Automation Controller,Networking,add_to_cart,,0,2024-09-24,,Amazon,United States,Yes,Yes,Yes,Yes,A++,9.7,25,30100,Premium,1,Silent (30-40 dB),75,54.6,Home Office,No,No,No,No,No,No,Silver,Mixed,Compact,Yes,Yes,,Zigbee,Electric,CE,4.8,48841,Work From Home,Low,5,Yes,No,Average,Select Cities,26-35,Female,Working Professional,Mumbai,Independent House,Premium,Yes,No,Laundry
80,U0787,3683,Aquarium Heater,Pet,view,,0,2023-01-06,11.0,Eheim,Germany,No,No,No,No,C,104.4,77,7900,Mid-Range,2,Ultra Silent (<30 dB),54,28.1,Living Room,No,No,Yes,No,Yes,Yes,Silver,Stainless Steel,Small,Yes,No,,,Electric,RoHS,4.6,92146,Animal Lovers,High,19,No,No,Good,Pan India,26-35,Female,Working Professional,Jaipur,Independent House,Mid-Range,No,No,Fitness
81,U1396,2385,Mixer Grinder,Kitchen,add_to_cart,,0,2024-01-26,,De'Longhi,Italy,No,No,No,No,D,522.3,1321,30900,Premium,3,Loud (56-70 dB),74,62.8,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Champagne,Carbon Fiber,Large,Yes,No,,,Electric,Energy Star,2.8,85102,Bachelors,Medium,18,No,No,Average,Metro Cities,18-25,Female,Working Professional,Ahmedabad,Independent House,Premium,Yes,No,Entertainment
82,U0555,1978,Hair Dryer,Personal Care,view,,0,2023-12-04,38.0,Havells,India,No,No,No,No,B,808.2,917,10200,Mid-Range,2,Loud (56-70 dB),45,36.5,Bedroom,No,Yes,No,Yes,Yes,No,Rose Gold,Plastic,Compact,Yes,No,,,Electric,ISI,2.6,47236,Working Professionals,High,13,No,Yes,Average,Select Cities,46-55,Female,Working Professional,Pune,Apartment,Mid-Range,No,Yes,Fitness
83,U0846,1072,Automatic Pet Water Fountain,Pet,wishlist,4.4,0,2023-05-20,,Sera,Germany,Yes,Yes,Yes,Yes,A+,104.6,92,11600,Mid-Range,3,Loud (56-70 dB),25,75.9,Living Room,No,No,No,Yes,No,Yes,Grey,Polycarbonate,Small,No,Yes,,Z-Wave,Electric,ISI+BIS,4.8,71819,Animal Lovers,Low,16,Yes,No,Average,Select Cities,26-35,Male,Working Professional,Mumbai,Apartment,Mid-Range,Yes,Yes,Security
84,U1732,2842,Home Automation Controller,Networking,view,,0,2024-06-19,313.0,Cisco,United States,Yes,Yes,Yes,No,A+,64.2,35,5700,Mid-Range,2,Loud (56-70 dB),55,21.3,Home Office,No,No,Yes,Yes,Yes,No,White,Stainless Steel,Extra Large,Yes,Yes,,Bluetooth,Electric,CE+RoHS,3.0,20498,Students,Medium,2,Yes,No,Average,Select Cities,36-45,Male,Student,Kolkata,Independent House,Mid-Range,Yes,No,Outdoor
85,U0534,2378,Lint Remover,Laundry,add_to_cart,,0,2024-02-20,,Bosch,Germany,Yes,Yes,Yes,Yes,D,1416.6,1273,58300,Premium,5,Silent (30-40 dB),52,81.8,Utility Room,No,Yes,Yes,No,Yes,Yes,Red,Stainless Steel,Extra Large,No,Yes,,,Electric,CE,2.6,431,Working Professionals,High,13,No,No,Average,Online Only,36-45,Female,Working Professional,Pune,PG/Hostel,Premium,Yes,Yes,Climate
86,U1359,4286,Label Maker,Tools,purchase,4.1,1,2023-07-25,,Bosch,Germany,No,No,No,No,B,503.5,1619,11900,Mid-Range,3,Ultra Silent (<30 dB),45,78.2,Garage,No,Yes,No,Yes,No,No,Champagne,Plastic,Small,Yes,Yes,,,Electric,Energy Star,3.3,35386,DIY Enthusiasts,High,18,No,No,Poor,Metro Cities,36-45,Female,Student,Pune,Independent House,Mid-Range,No,No,Fitness
87,U1939,3801,Vacuum Cleaner,Cleaning,purchase,4.3,1,2023-02-26,,Black & Decker,United States,No,No,No,No,A+,1359.5,642,51500,Premium,3,Very Loud (>70 dB),31,25.7,Any,No,No,No,No,Yes,No,Champagne,Cast Iron,Medium,No,No,,,Electric,RoHS,4.2,76769,Pet Owners,High,18,Yes,No,Good,Select Cities,18-25,Male,Working Professional,Ahmedabad,Independent House,Mid-Range,No,No,Cleaning
88,U1676,4831,Ice Crusher,Kitchen,view,,0,2024-10-17,55.0,Crompton,India,No,No,No,No,A,246.9,207,93200,Luxury,4,Loud (56-70 dB),35,49.5,Kitchen,No,No,Yes,Yes,Yes,No,Grey,Polycarbonate,Large,Yes,No,LCD,,Electric,ISI,3.8,33950,Students,High,10,No,Yes,Good,Online Only,36-45,Male,Homemaker,Ahmedabad,Apartment,Premium,Yes,No,Kitchen
89,U1861,2570,DVD Player,Entertainment,view,,0,2023-08-05,25.0,Bose,United States,Yes,No,No,No,A+++,436.6,460,496000,Luxury,2,Very Loud (>70 dB),34,14.4,Home Office,No,No,No,No,No,Yes,Blue,Ceramic,Compact,Yes,Yes,LED,,Electric,BIS,2.8,48788,Gamers,Low,3,Yes,No,Good,Pan India,36-45,Male,Student,Hyderabad,Independent House,Budget,Yes,Yes,Entertainment
90,U1054,544,Garage Door Motor,Outdoor,add_to_cart,,0,2024-03-29,,Texmo,India,No,No,No,No,D,594.2,1533,158500,Luxury,3,Loud (56-70 dB),32,61.9,Outdoor,Yes,Yes,No,No,Yes,Yes,Blue,Aluminum,Large,Yes,No,,,Electric,ISI+BIS,2.6,23953,Homeowners,Medium,20,No,Yes,Excellent,Pan India,36-45,Female,Working Professional,Ahmedabad,PG/Hostel,Mid-Range,No,No,Outdoor
91,U1041,182,Central Vacuum System,Cleaning,view,,0,2023-09-21,134.0,Bissell,United States,No,No,No,No,B,1050.3,703,64700,Luxury,2,Very Loud (>70 dB),36,49.1,Living Room,No,No,No,No,Yes,Yes,Rose Gold,Aluminum,Large,No,No,,,Electric,CE,3.2,34527,Senior Citizens,Medium,16,Yes,No,Excellent,Online Only,36-45,Female,Student,Mumbai,Apartment,Budget,No,Yes,Cleaning
92,U0840,2679,Smart Refrigerator,Kitchen,view,,0,2024-07-12,95.0,Panasonic,Japan,Yes,No,No,No,D,149.5,323,6800,Mid-Range,3,Loud (56-70 dB),56,20.9,Kitchen,No,No,Yes,Yes,Yes,No,Silver,Glass,Large,Yes,Yes,OLED,,Electric,BIS+ISI,4.8,84163,Students,Medium,15,Yes,No,Average,Select Cities,36-45,Female,Working Professional,Delhi,Independent House,Mid-Range,Yes,Yes,Security
93,U1861,3702,Gaming Console,Entertainment,view,,0,2024-02-18,328.0,Google,United States,Yes,Yes,Yes,Yes,C,415.4,498,106300,Luxury,1,Loud (56-70 dB),33,13.7,Bedroom,No,No,No,No,Yes,No,Grey,Mixed,Extra Large,Yes,Yes,LED,Zigbee,Electric,ISI,3.0,22804,Students,Medium,10,No,No,Average,Online Only,36-45,Male,Student,Hyderabad,Independent House,Budget,Yes,Yes,Entertainment
94,U0735,227,RO Purifier,Bathroom,purchase,3.4,1,2023-05-10,,Philips,Netherlands,No,No,No,No,A++,2816.4,1714,5400,Mid-Range,5,Silent (30-40 dB),70,45.1,Bathroom,Yes,No,No,No,No,Yes,Rose Gold,Glass,Small,Yes,No,,,Electric,RoHS,2.8,69504,Families,High,13,Yes,No,Average,Pan India,46-55,Female,Homemaker,Jaipur,Apartment,Mid-Range,No,No,Personal Care
95,U1420,3720,Water Dispenser,Kitchen,wishlist,3.4,0,2023-12-29,,Pigeon,India,No,No,No,No,A++,2506.7,1341,19100,Premium,2,Moderate (41-55 dB),59,84.3,Kitchen,No,No,Yes,Yes,Yes,Yes,Black,Mixed,Medium,Yes,No,OLED,,Electric,ISI+BIS,3.4,56726,Working Professionals,Medium,14,Yes,Yes,Good,Pan India,36-45,Female,Student,Lucknow,Apartment,Mid-Range,No,Yes,Kitchen
96,U0323,2315,Kegerator,Hobby,add_to_cart,,0,2024-12-12,,Usha,India,No,No,No,No,A+,1234.8,561,131100,Luxury,2,Silent (30-40 dB),57,68.3,Home Office,No,No,No,No,Yes,No,Grey,Aluminum,Medium,No,Yes,,,Electric,ISI,3.7,10455,Hobbyists,Low,5,Yes,Yes,Poor,Online Only,18-25,Male,Student,Bangalore,Apartment,Budget,Yes,Yes,Hobby
97,U1429,2130,Knitting Machine,Hobby,add_to_cart,,0,2024-05-02,,Usha,India,No,No,No,No,C,59.7,90,81400,Luxury,1,Loud (56-70 dB),52,36.9,Any,No,Yes,No,No,Yes,No,Rose Gold,Aluminum,Large,Yes,No,,,Electric,ISI+BIS,4.3,58778,Students,Low,2,No,Yes,Poor,Metro Cities,26-35,Female,Retired,Kolkata,Apartment,Luxury,No,Yes,Entertainment
98,U1396,821,Label Maker,Tools,add_to_cart,,0,2023-02-27,,DeWalt,United States,No,No,No,No,A+,1499.8,941,35200,Premium,3,Very Loud (>70 dB),48,2.4,Any,No,Yes,No,No,No,Yes,Blue,Mixed,Medium,Yes,No,,,Electric,ISI,4.4,2854,Homeowners,Low,19,Yes,No,Good,Pan India,18-25,Female,Working Professional,Ahmedabad,Independent House,Premium,Yes,No,Entertainment
99,U1514,2096,Smart Dryer,Laundry,purchase,4.8,1,2023-05-15,,Samsung,South Korea,Yes,Yes,Yes,Yes,A,1080.8,1175,68600,Luxury,5,Silent (30-40 dB),52,10.8,Any,No,No,Yes,Yes,Yes,Yes,White,Cast Iron,Large,Yes,Yes,,Bluetooth,Electric,ISI+BIS,3.9,95448,Families,High,3,No,No,Excellent,Metro Cities,36-45,Female,Working Professional,Jaipur,Independent House,Premium,No,No,Laundry
100,U0690,248,Egg Cooker,Kitchen,purchase,5.0,1,2024-09-06,,Kenwood,United Kingdom,No,No,No,No,A,1326.9,927,107300,Luxury,2,Moderate (41-55 dB),32,42.1,Kitchen,No,No,Yes,Yes,Yes,No,Dark Blue,ABS Plastic,Extra Large,No,No,Analog,,Electric,Energy Star,4.3,10790,Students,Medium,5,No,No,Poor,Metro Cities,26-35,Female,Business Owner,Delhi,Apartment,Luxury,Yes,Yes,Outdoor
101,U1265,3399,Attic Fan,Climate,view,,0,2023-06-04,77.0,Hitachi,Japan,No,No,No,No,A,3735.0,3354,138700,Luxury,5,Very Loud (>70 dB),78,83.1,Living Room,Yes,Yes,Yes,Yes,Yes,Yes,Champagne,Stainless Steel,Large,Yes,No,Digital,,Electric,Energy Star,2.6,62052,Couples,Low,5,Yes,No,Good,Select Cities,26-35,Female,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Climate
102,U0746,4893,Modem,Networking,view,,0,2024-09-14,16.0,Xiaomi,China,Yes,Yes,No,Yes,A+++,57.5,24,48300,Premium,1,Silent (30-40 dB),55,62.4,Home Office,No,Yes,Yes,Yes,Yes,Yes,Rose Gold,Mixed,Small,Yes,Yes,,Z-Wave,Electric,ISI,3.2,21298,Offices,Medium,13,Yes,No,Poor,Online Only,26-35,Female,Working Professional,Delhi,PG/Hostel,Premium,Yes,Yes,Entertainment
103,U0798,3105,Video Doorbell,Security,view,,0,2024-02-23,212.0,Samsung,South Korea,Yes,No,No,No,A+,36.8,58,47200,Premium,4,Very Loud (>70 dB),53,13.6,Outdoor,Yes,No,Yes,Yes,No,No,Silver,Polycarbonate,Extra Large,Yes,Yes,,,Solar,CE+RoHS,3.1,44112,Families,Low,15,Yes,No,Excellent,Pan India,46-55,Male,Business Owner,Lucknow,Villa,Premium,Yes,No,Kitchen
104,U0355,2076,Pet Feeder,Pet,view,,0,2023-05-08,55.0,PetSafe,United States,No,No,No,No,A+,61.9,36,13900,Mid-Range,2,Moderate (41-55 dB),49,7.1,Living Room,No,No,No,Yes,No,No,Grey,Ceramic,Medium,Yes,No,,,Electric,ISI+BIS,4.1,58091,Animal Lovers,Medium,3,Yes,No,Excellent,Metro Cities,18-25,Male,Student,Pune,Villa,Mid-Range,No,Yes,Pet
105,U0729,2928,Clock,Decor,add_to_cart,,0,2023-04-09,,Casio,Japan,No,No,No,No,A++,3.1,6,9200,Mid-Range,3,Loud (56-70 dB),50,77.8,Living Room,No,Yes,No,No,No,No,White,Aluminum,Extra Large,Yes,No,,,Electric,BIS+ISI,4.7,55412,Families,High,13,Yes,No,Poor,Pan India,36-45,Male,Retired,Lucknow,Independent House,Mid-Range,No,Yes,Security
106,U0880,2850,Garment Steamer,Laundry,wishlist,3.5,0,2023-05-02,,Voltas,India,No,No,No,No,C,2592.0,1589,47600,Premium,5,Very Loud (>70 dB),52,18.3,Utility Room,No,No,Yes,Yes,Yes,Yes,Black,Aluminum,Large,No,No,,,Electric,CE+RoHS,3.4,94630,Couples,Low,3,No,Yes,Average,Metro Cities,18-25,Male,Working Professional,Ahmedabad,Apartment,Premium,No,No,Decor
107,U0775,3908,Heating Pad,Personal Care,view,,0,2023-05-28,41.0,Waterpik,United States,Yes,Yes,Yes,Yes,B,1749.5,1145,5900,Mid-Range,2,Silent (30-40 dB),32,55.4,Bathroom,No,Yes,No,Yes,No,No,Blue,Ceramic,Large,Yes,Yes,,WiFi,Electric,Energy Star,2.6,90834,Men,High,10,No,No,Good,Online Only,55+,Male,Student,Lucknow,Apartment,Mid-Range,Yes,Yes,Smart Home
108,U0159,4222,Smart Refrigerator,Kitchen,purchase,3.6,1,2023-10-31,,Usha,India,Yes,Yes,Yes,Yes,C,490.4,961,12400,Mid-Range,2,Very Loud (>70 dB),59,77.5,Kitchen,No,No,Yes,Yes,Yes,No,Matte Black,Carbon Fiber,Large,Yes,Yes,LED,WiFi,Electric,CE+RoHS,3.5,58233,Working Professionals,Low,3,No,Yes,Average,Select Cities,36-45,Male,Working Professional,Jaipur,Apartment,Mid-Range,Yes,Yes,Bathroom
109,U1607,770,Clock,Decor,add_to_cart,,0,2023-06-28,,Seiko,Japan,No,No,No,No,A+,31.3,15,4500,Mid-Range,1,Loud (56-70 dB),56,68.5,Living Room,No,No,No,Yes,Yes,No,Dark Blue,Glass,Compact,Yes,Yes,,,Battery,ISI+BIS,3.0,65910,Families,Medium,19,Yes,No,Excellent,Online Only,26-35,Female,Student,Pune,PG/Hostel,Mid-Range,Yes,Yes,Pet
110,U0402,4623,Pet Feeder,Pet,purchase,4.3,1,2023-07-01,,Exo Terra,Canada,No,No,No,No,A+++,186.6,85,5800,Mid-Range,2,Moderate (41-55 dB),29,20.5,Living Room,No,No,Yes,No,Yes,No,Rose Gold,Aluminum,Small,No,No,,,Electric,ISI,4.5,10026,Animal Lovers,Medium,2,Yes,No,Good,Online Only,18-25,Male,Working Professional,Lucknow,PG/Hostel,Mid-Range,No,Yes,Cleaning
111,U1030,2093,Paper Shredder,Tools,add_to_cart,,0,2024-02-24,,Epson,Japan,No,No,No,No,A,4506.5,2378,51900,Premium,3,Ultra Silent (<30 dB),35,30.8,Garage,No,No,No,Yes,No,No,Gold,Cast Iron,Extra Large,No,No,,,Electric,RoHS,2.5,33848,DIY Enthusiasts,Medium,4,No,No,Average,Online Only,55+,Male,Working Professional,Bangalore,Independent House,Premium,Yes,No,Power
112,U0471,129,Ice Cream Maker,Kitchen,view,,0,2023-05-30,314.0,Bajaj,India,No,No,No,No,D,242.8,286,120100,Luxury,2,Moderate (41-55 dB),70,18.2,Kitchen,No,No,Yes,Yes,Yes,No,Champagne,Stainless Steel,Compact,No,No,LCD,,Electric,Energy Star,3.1,64076,Working Professionals,Medium,7,No,Yes,Excellent,Online Only,36-45,Female,Business Owner,Kolkata,PG/Hostel,Luxury,Yes,Yes,Kitchen
113,U1785,2055,Tankless Water Heater,Bathroom,view,,0,2023-08-01,9.0,Jaquar,India,No,No,No,No,A++,2051.8,1658,34100,Premium,5,Moderate (41-55 dB),52,24.7,Bathroom,Yes,Yes,Yes,Yes,Yes,No,Grey,Polycarbonate,Medium,No,Yes,,,Electric,BIS,4.5,31821,Bachelors,High,15,Yes,Yes,Average,Online Only,46-55,Female,Homemaker,Jaipur,Apartment,Premium,No,Yes,Bathroom
114,U1759,2899,Grill Microwave,Kitchen,view,,0,2024-07-28,65.0,Whirlpool,United States,No,No,No,No,D,1824.9,1768,5100,Mid-Range,2,Silent (30-40 dB),29,55.0,Kitchen,No,No,Yes,Yes,Yes,No,Red,Polycarbonate,Medium,Yes,Yes,Digital,,Electric,ISI+BIS,4.7,24158,Families,High,14,No,No,Average,Select Cities,36-45,Male,Homemaker,Lucknow,PG/Hostel,Mid-Range,No,No,Decor
115,U1328,866,Fabric Shaver,Laundry,add_to_cart,,0,2023-11-23,,Onida,India,No,No,No,No,D,5207.4,2087,37600,Premium,4,Silent (30-40 dB),40,29.6,Utility Room,No,Yes,Yes,No,Yes,Yes,Grey,Plastic,Small,No,No,,,Electric,ISI+BIS,4.4,9666,Bachelors,Low,6,No,Yes,Excellent,Metro Cities,46-55,Male,Business Owner,Ahmedabad,Independent House,Premium,No,No,Kitchen
116,U0374,3586,Washer Dryer Combo,Laundry,purchase,3.5,1,2024-05-26,,Bosch,Germany,Yes,Yes,Yes,No,A++,2369.5,2416,14400,Mid-Range,5,Ultra Silent (<30 dB),65,65.9,Utility Room,No,No,Yes,Yes,Yes,Yes,Matte Black,Aluminum,Medium,Yes,Yes,,WiFi,Electric,RoHS,4.0,72139,Bachelors,Low,9,Yes,No,Good,Select Cities,26-35,Female,Student,Hyderabad,Independent House,Mid-Range,No,Yes,Climate
117,U1669,1481,Heater,Climate,view,,0,2023-08-28,51.0,Mitsubishi,Japan,Yes,No,No,No,D,2717.9,1199,6600,Mid-Range,5,Loud (56-70 dB),56,7.5,Living Room,Yes,No,Yes,Yes,Yes,Yes,Silver,Carbon Fiber,Medium,Yes,Yes,Analog,,Electric,Energy Star,3.4,2333,Bachelors,High,14,No,No,Average,Select Cities,26-35,Male,Student,Bangalore,PG/Hostel,Mid-Range,Yes,Yes,Fitness
